score_name,description,path,top1,top20
C_image_drop_nonhall_minus_hall,Image-attention drop from grounded to hallucinated object steps.,./results_l9_l21/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l9_l21_allheads/surrogate_score_zoo/ranked_heads_C_image_drop_nonhall_minus_hall.json,L14H23,L14H23 L17H18 L16H17 L16H1 L10H19 L14H15 L19H17 L21H13 L19H23 L16H14 L13H22 L21H25 L9H23 L12H20 L20H18 L18H13 L19H5 L16H20 L18H15 L13H20
RelC_text_hall_minus_nonhall,Relative contrast in text-prefix attention: delta/(hall+grounded).,./results_l9_l21/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l9_l21_allheads/surrogate_score_zoo/ranked_heads_RelC_text_hall_minus_nonhall.json,L21H2,L21H2 L19H3 L10H6 L20H9 L19H5 L19H23 L13H14 L9H4 L9H6 L14H24 L9H26 L10H19 L13H25 L16H20 L9H9 L14H23 L14H15 L13H16 L10H13 L11H26
RelC_ratio_hall_minus_nonhall,Relative contrast in T/(T+I): delta/(hall+grounded).,./results_l9_l21/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l9_l21_allheads/surrogate_score_zoo/ranked_heads_RelC_ratio_hall_minus_nonhall.json,L21H2,L21H2 L10H19 L14H23 L10H6 L19H23 L14H15 L14H24 L16H20 L11H26 L19H5 L12H20 L9H11 L13H5 L13H14 L13H22 L21H25 L21H13 L9H26 L9H23 L16H17
RelC_logtoi_hall_minus_nonhall,Relative contrast in log text-over-image.,./results_l9_l21/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l9_l21_allheads/surrogate_score_zoo/ranked_heads_RelC_logtoi_hall_minus_nonhall.json,L21H2,L21H2 L9H11 L10H19 L15H27 L14H23 L10H6 L14H24 L19H23 L14H15 L19H5 L9H26 L13H5 L13H14 L12H20 L11H7 L11H26 L13H0 L9H23 L16H20 L13H20
RelC_image_drop,Relative image-attention drop on hallucinated object steps.,./results_l9_l21/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l9_l21_allheads/surrogate_score_zoo/ranked_heads_RelC_image_drop.json,L19H0,L19H0 L18H7 L15H13 L9H11 L11H5 L10H25 L10H22 L12H1 L17H2 L15H27 L13H0 L17H1 L10H13 L14H25 L10H23 L18H25 L15H12 L10H15 L16H23 L18H4
Specific_text_delta_x_hall,Absolute text contrast gated by hallucinated-step text strength.,./results_l9_l21/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l9_l21_allheads/surrogate_score_zoo/ranked_heads_Specific_text_delta_x_hall.json,L12H21,L12H21 L13H25 L13H7 L14H26 L21H21 L15H2 L9H6 L9H21 L12H23 L15H6 L20H18 L21H0 L12H3 L17H21 L11H5 L17H27 L19H5 L17H6 L15H23 L16H15
Specific_ratio_delta_x_hall,Absolute ratio contrast gated by hallucinated-step ratio strength.,./results_l9_l21/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l9_l21_allheads/surrogate_score_zoo/ranked_heads_Specific_ratio_delta_x_hall.json,L9H11,L9H11 L15H27 L11H7 L9H26 L13H0 L13H25 L9H23 L13H20 L13H14 L10H9 L12H9 L18H13 L12H1 L20H9 L13H5 L20H18 L9H21 L13H22 L10H19 L12H14
Specific_logtoi_delta_x_hall,Absolute log text-over-image contrast gated by hallucinated-step strength.,./results_l9_l21/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l9_l21_allheads/surrogate_score_zoo/ranked_heads_Specific_logtoi_delta_x_hall.json,L18H7,L18H7 L19H0 L10H25 L10H22 L17H2 L15H13 L11H5 L10H23 L10H26 L13H9 L10H27 L15H12 L10H13 L12H0 L14H25 L11H15 L18H25 L16H21 L10H16 L17H1
Specific_text_threefactor,Text mass three-factor score: delta * relative contrast * hall strength.,./results_l9_l21/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l9_l21_allheads/surrogate_score_zoo/ranked_heads_Specific_text_threefactor.json,L13H25,L13H25 L9H6 L19H5 L13H7 L12H21 L15H6 L9H21 L19H3 L12H23 L21H0 L9H4 L15H2 L19H23 L17H21 L21H2 L13H24 L21H21 L13H14 L10H3 L19H27
Specific_ratio_threefactor,Ratio three-factor score: delta * relative contrast * hall strength.,./results_l9_l21/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l9_l21_allheads/surrogate_score_zoo/ranked_heads_Specific_ratio_threefactor.json,L9H11,L9H11 L10H19 L21H2 L15H27 L9H26 L13H14 L13H5 L19H5 L9H23 L12H20 L11H7 L13H22 L13H20 L14H24 L13H25 L10H9 L14H15 L11H26 L20H9 L18H13
Object_text_minus_all,Object-token text-prefix excess over all generated steps.,./results_l9_l21/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l9_l21_allheads/surrogate_score_zoo/ranked_heads_Object_text_minus_all.json,L21H20,L21H20 L20H0 L21H17 L19H19 L15H5 L21H1 L10H27 L20H18 L19H12 L17H6 L21H26 L15H17 L20H27 L12H18 L20H1 L19H2 L21H19 L17H2 L18H10 L15H20
Hall_text_minus_all,Hallucinated-token text-prefix excess over all generated steps.,./results_l9_l21/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l9_l21_allheads/surrogate_score_zoo/ranked_heads_Hall_text_minus_all.json,L21H20,L21H20 L20H18 L9H21 L20H0 L15H5 L17H6 L15H2 L19H12 L12H21 L21H0 L14H26 L12H10 L13H9 L17H2 L12H11 L10H27 L21H4 L19H5 L16H15 L12H3
Object_ratio_minus_all,Object-token T/(T+I) excess over all generated steps.,./results_l9_l21/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l9_l21_allheads/surrogate_score_zoo/ranked_heads_Object_ratio_minus_all.json,L21H1,L21H1 L20H19 L9H22 L18H10 L20H26 L19H22 L16H3 L19H17 L19H19 L9H3 L21H17 L9H24 L10H0 L15H17 L19H18 L16H4 L17H18 L14H21 L21H20 L20H2
Hall_ratio_minus_all,Hallucinated-token T/(T+I) excess over all generated steps.,./results_l9_l21/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l9_l21_allheads/surrogate_score_zoo/ranked_heads_Hall_ratio_minus_all.json,L9H26,L9H26 L21H2 L9H21 L19H5 L20H23 L13H20 L10H6 L20H19 L14H24 L15H22 L15H7 L13H7 L18H13 L16H2 L21H1 L13H14 L16H1 L9H4 L12H11 L14H16
Fusion_text70_ratioC30,"Rank fusion: 70% global text-prefix reliance, 30% hallucination contrast in T/(T+I).",./results_l9_l21/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l9_l21_allheads/surrogate_score_zoo/ranked_heads_Fusion_text70_ratioC30.json,L15H23,L15H23 L21H21 L13H18 L17H1 L20H22 L17H9 L17H27 L18H25 L14H26 L18H20 L20H5 L16H26 L15H13 L18H21 L10H24 L14H25 L9H27 L16H15 L15H22 L21H19
Fusion_text50_ratioC30_imgdrop20,Rank fusion: text reliance + ratio contrast + image-attention drop.,./results_l9_l21/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l9_l21_allheads/surrogate_score_zoo/ranked_heads_Fusion_text50_ratioC30_imgdrop20.json,L15H23,L15H23 L13H18 L21H21 L17H1 L17H27 L13H25 L15H7 L13H12 L20H18 L20H22 L9H23 L15H22 L17H21 L16H19 L17H9 L14H26 L15H13 L13H24 L16H15 L20H5
Fusion_halltext50_logC30_imgdrop20,Rank fusion: hallucinated-step text reliance + log text-over-image contrast + image drop.,./results_l9_l21/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l9_l21_allheads/surrogate_score_zoo/ranked_heads_Fusion_halltext50_logC30_imgdrop20.json,L15H23,L15H23 L17H1 L18H25 L20H18 L17H2 L14H25 L15H13 L18H20 L14H26 L21H21 L11H5 L12H0 L14H9 L21H19 L18H21 L15H22 L18H7 L19H0 L13H25 L9H21
Fusion_text40_absC30_relC30,"Rank fusion balancing global text reliance, absolute text contrast, and relative text contrast.",./results_l9_l21/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l9_l21_allheads/surrogate_score_zoo/ranked_heads_Fusion_text40_absC30_relC30.json,L12H21,L12H21 L21H21 L13H25 L14H26 L17H21 L15H6 L11H5 L15H2 L15H23 L17H27 L20H5 L11H16 L20H22 L9H6 L10H3 L13H7 L12H23 L12H3 L9H23 L15H22
Fusion_ratio_policy,"Policy-style ratio fusion using hall ratio, absolute ratio contrast, and relative ratio contrast.",./results_l9_l21/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l9_l21_allheads/surrogate_score_zoo/ranked_heads_Fusion_ratio_policy.json,L15H27,L15H27 L13H0 L12H1 L12H9 L11H7 L9H11 L9H21 L20H18 L13H12 L10H13 L15H23 L15H7 L10H8 L13H25 L9H26 L13H20 L10H9 L18H13 L15H22 L20H9
