score_name,description,path,top1,top20
Specific_ratio_delta_x_hall,Absolute ratio contrast gated by hallucinated-step ratio strength.,./results_l9_l16/coco/llama-3-vila1.5-8b_base_original_qa_n500_txtattn_l9_l16_allheads/surrogate_score_zoo/ranked_heads_Specific_ratio_delta_x_hall.json,L15H1,L15H1 L13H26 L10H27 L15H2 L10H18 L13H27 L10H20 L9H31 L15H27 L15H17 L9H27 L13H14 L11H6 L15H13 L15H4 L13H30 L9H30 L9H26 L12H4 L10H28
Specific_logtoi_delta_x_hall,Absolute log text-over-image contrast gated by hallucinated-step strength.,./results_l9_l16/coco/llama-3-vila1.5-8b_base_original_qa_n500_txtattn_l9_l16_allheads/surrogate_score_zoo/ranked_heads_Specific_logtoi_delta_x_hall.json,L15H28,L15H28 L9H24 L10H30 L9H10 L12H12 L9H9 L13H24 L9H26 L14H8 L12H17 L9H30 L11H16 L12H15 L11H10 L15H16 L12H24 L13H19 L12H13 L13H28 L12H26
Specific_text_threefactor,Text mass three-factor score: delta * relative contrast * hall strength.,./results_l9_l16/coco/llama-3-vila1.5-8b_base_original_qa_n500_txtattn_l9_l16_allheads/surrogate_score_zoo/ranked_heads_Specific_text_threefactor.json,L15H17,L15H17 L11H30 L15H28 L9H30 L16H22 L13H22 L15H9 L13H19 L11H0 L11H2 L15H16 L15H14 L16H9 L10H26 L15H13 L14H10 L15H25 L10H14 L15H12 L15H27
Specific_ratio_threefactor,Ratio three-factor score: delta * relative contrast * hall strength.,./results_l9_l16/coco/llama-3-vila1.5-8b_base_original_qa_n500_txtattn_l9_l16_allheads/surrogate_score_zoo/ranked_heads_Specific_ratio_threefactor.json,L15H1,L15H1 L13H26 L10H27 L10H18 L15H2 L13H27 L9H31 L9H27 L10H20 L9H13 L15H21 L13H14 L13H30 L11H6 L15H26 L15H27 L9H14 L10H28 L15H17 L11H1
Object_text_minus_all,Object-token text-prefix excess over all generated steps.,./results_l9_l16/coco/llama-3-vila1.5-8b_base_original_qa_n500_txtattn_l9_l16_allheads/surrogate_score_zoo/ranked_heads_Object_text_minus_all.json,L14H18,L14H18 L16H3 L15H3 L14H11 L16H28 L14H19 L16H1 L14H22 L15H9 L16H7 L15H30 L9H15 L10H14 L16H0 L14H23 L14H17 L16H29 L9H29 L16H20 L9H28
Hall_text_minus_all,Hallucinated-token text-prefix excess over all generated steps.,./results_l9_l16/coco/llama-3-vila1.5-8b_base_original_qa_n500_txtattn_l9_l16_allheads/surrogate_score_zoo/ranked_heads_Hall_text_minus_all.json,L15H9,L15H9 L10H14 L16H28 L11H2 L11H30 L15H28 L11H0 L14H11 L13H19 L16H9 L12H0 L12H18 L15H27 L15H25 L15H16 L12H15 L14H12 L14H18 L15H17 L9H29
Object_ratio_minus_all,Object-token T/(T+I) excess over all generated steps.,./results_l9_l16/coco/llama-3-vila1.5-8b_base_original_qa_n500_txtattn_l9_l16_allheads/surrogate_score_zoo/ranked_heads_Object_ratio_minus_all.json,L16H20,L16H20 L15H30 L15H3 L16H21 L16H1 L13H4 L14H22 L16H0 L15H28 L14H4 L14H30 L16H23 L14H11 L9H4 L10H14 L16H15 L16H28 L16H3 L16H29 L10H6
Hall_ratio_minus_all,Hallucinated-token T/(T+I) excess over all generated steps.,./results_l9_l16/coco/llama-3-vila1.5-8b_base_original_qa_n500_txtattn_l9_l16_allheads/surrogate_score_zoo/ranked_heads_Hall_ratio_minus_all.json,L15H1,L15H1 L13H4 L15H28 L15H26 L13H26 L16H20 L10H28 L12H5 L15H13 L11H2 L15H30 L9H30 L11H8 L13H27 L13H19 L15H3 L11H24 L10H14 L12H15 L14H7
Fusion_text70_ratioC30,"Rank fusion: 70% global text-prefix reliance, 30% hallucination contrast in T/(T+I).",./results_l9_l16/coco/llama-3-vila1.5-8b_base_original_qa_n500_txtattn_l9_l16_allheads/surrogate_score_zoo/ranked_heads_Fusion_text70_ratioC30.json,L13H28,L13H28 L15H4 L12H15 L9H10 L10H19 L15H20 L12H30 L15H6 L14H10 L11H26 L15H26 L10H24 L12H3 L10H30 L11H24 L14H8 L12H12 L15H27 L9H9 L13H19
Fusion_text50_ratioC30_imgdrop20,Rank fusion: text reliance + ratio contrast + image-attention drop.,./results_l9_l16/coco/llama-3-vila1.5-8b_base_original_qa_n500_txtattn_l9_l16_allheads/surrogate_score_zoo/ranked_heads_Fusion_text50_ratioC30_imgdrop20.json,L15H4,L15H4 L13H28 L15H20 L15H26 L10H24 L12H30 L15H27 L11H26 L12H15 L11H24 L9H10 L9H1 L11H8 L15H6 L10H19 L12H31 L12H28 L15H13 L14H10 L12H26
Fusion_halltext50_logC30_imgdrop20,Rank fusion: hallucinated-step text reliance + log text-over-image contrast + image drop.,./results_l9_l16/coco/llama-3-vila1.5-8b_base_original_qa_n500_txtattn_l9_l16_allheads/surrogate_score_zoo/ranked_heads_Fusion_halltext50_logC30_imgdrop20.json,L13H28,L13H28 L12H15 L13H19 L11H8 L10H30 L15H27 L12H12 L14H8 L9H10 L9H9 L15H13 L14H10 L15H16 L11H26 L11H24 L13H24 L12H26 L15H6 L12H3 L12H30
Fusion_text40_absC30_relC30,"Rank fusion balancing global text reliance, absolute text contrast, and relative text contrast.",./results_l9_l16/coco/llama-3-vila1.5-8b_base_original_qa_n500_txtattn_l9_l16_allheads/surrogate_score_zoo/ranked_heads_Fusion_text40_absC30_relC30.json,L14H10,L14H10 L16H22 L15H0 L13H19 L10H26 L15H16 L13H24 L12H15 L10H19 L11H9 L11H26 L15H5 L15H26 L11H30 L15H25 L15H14 L14H15 L13H22 L9H9 L15H31
Fusion_ratio_policy,"Policy-style ratio fusion using hall ratio, absolute ratio contrast, and relative ratio contrast.",./results_l9_l16/coco/llama-3-vila1.5-8b_base_original_qa_n500_txtattn_l9_l16_allheads/surrogate_score_zoo/ranked_heads_Fusion_ratio_policy.json,L9H26,L9H26 L9H30 L9H24 L15H28 L15H2 L13H22 L11H10 L15H13 L12H4 L12H24 L15H17 L15H1 L13H27 L11H8 L12H13 L12H28 L12H30 L10H12 L10H25 L9H10
