score_name,description,path,top1,top20
Specific_ratio_delta_x_hall,Absolute ratio contrast gated by hallucinated-step ratio strength.,./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_Specific_ratio_delta_x_hall.json,L8H12,L8H12 L9H11 L15H27 L6H9 L11H7 L9H26 L5H0 L13H0 L13H25 L9H23 L13H20 L13H14 L10H9 L4H13 L12H9 L4H1 L18H13 L12H1 L20H9 L24H14
Specific_logtoi_delta_x_hall,Absolute log text-over-image contrast gated by hallucinated-step strength.,./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_Specific_logtoi_delta_x_hall.json,L18H7,L18H7 L19H0 L0H15 L10H25 L6H14 L7H0 L6H16 L5H1 L10H22 L17H2 L5H26 L1H4 L15H13 L11H5 L10H23 L10H26 L13H9 L4H25 L10H27 L15H12
Specific_text_threefactor,Text mass three-factor score: delta * relative contrast * hall strength.,./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_Specific_text_threefactor.json,L8H12,L8H12 L13H25 L9H6 L7H8 L6H9 L7H9 L19H5 L13H7 L12H21 L8H8 L15H6 L23H10 L7H21 L9H21 L19H3 L12H23 L0H2 L6H14 L21H0 L23H26
Specific_ratio_threefactor,Ratio three-factor score: delta * relative contrast * hall strength.,./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_Specific_ratio_threefactor.json,L9H11,L9H11 L8H12 L10H19 L21H2 L15H27 L6H9 L9H26 L13H14 L13H5 L24H14 L19H5 L9H23 L12H20 L11H7 L13H22 L13H20 L14H24 L5H0 L13H25 L10H9
Object_text_minus_all,Object-token text-prefix excess over all generated steps.,./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_Object_text_minus_all.json,L24H6,L24H6 L24H15 L21H20 L24H20 L23H11 L23H0 L22H24 L6H21 L20H0 L22H27 L22H1 L22H25 L23H5 L25H14 L26H0 L25H8 L22H18 L22H2 L26H8 L21H17
Hall_text_minus_all,Hallucinated-token text-prefix excess over all generated steps.,./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_Hall_text_minus_all.json,L24H15,L24H15 L24H20 L6H21 L23H0 L21H20 L20H18 L9H21 L22H18 L24H6 L20H0 L15H5 L8H1 L17H6 L15H2 L22H16 L22H14 L19H12 L12H21 L21H0 L23H22
Object_ratio_minus_all,Object-token T/(T+I) excess over all generated steps.,./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_Object_ratio_minus_all.json,L22H26,L22H26 L22H1 L22H24 L22H25 L26H0 L23H5 L21H1 L22H27 L20H19 L23H0 L24H25 L1H14 L22H7 L7H10 L9H22 L18H10 L26H1 L4H26 L0H18 L25H4
Hall_ratio_minus_all,Hallucinated-token T/(T+I) excess over all generated steps.,./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_Hall_ratio_minus_all.json,L22H15,L22H15 L9H26 L21H2 L23H0 L9H21 L22H8 L4H13 L19H5 L20H23 L1H21 L4H6 L7H10 L1H6 L5H0 L0H22 L7H22 L13H20 L10H6 L1H14 L0H18
Fusion_text70_ratioC30,"Rank fusion: 70% global text-prefix reliance, 30% hallucination contrast in T/(T+I).",./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_Fusion_text70_ratioC30.json,L27H13,L27H13 L27H7 L26H23 L0H19 L0H9 L0H21 L0H16 L3H13 L0H23 L15H23 L27H10 L0H26 L0H24 L0H12 L0H13 L0H11 L1H5 L21H21 L3H11 L0H2
Fusion_text50_ratioC30_imgdrop20,Rank fusion: text reliance + ratio contrast + image-attention drop.,./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_Fusion_text50_ratioC30_imgdrop20.json,L27H7,L27H7 L0H19 L26H23 L27H13 L15H23 L3H14 L3H11 L0H9 L3H13 L13H18 L0H13 L21H21 L0H2 L0H22 L0H12 L0H23 L17H1 L0H21 L0H26 L0H11
Fusion_halltext50_logC30_imgdrop20,Rank fusion: hallucinated-step text reliance + log text-over-image contrast + image drop.,./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_Fusion_halltext50_logC30_imgdrop20.json,L27H13,L27H13 L1H5 L1H4 L0H16 L18H25 L1H17 L0H21 L0H23 L3H13 L3H11 L0H20 L0H9 L0H26 L0H24 L15H23 L0H2 L17H1 L3H7 L0H13 L17H2
Fusion_text40_absC30_relC30,"Rank fusion balancing global text reliance, absolute text contrast, and relative text contrast.",./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_Fusion_text40_absC30_relC30.json,L23H26,L23H26 L1H5 L0H2 L6H14 L12H21 L23H10 L21H21 L0H19 L1H4 L0H4 L13H25 L2H22 L3H14 L3H13 L8H1 L15H6 L3H0 L23H21 L8H8 L17H21
Fusion_ratio_policy,"Policy-style ratio fusion using hall ratio, absolute ratio contrast, and relative ratio contrast.",./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_Fusion_ratio_policy.json,L10H13,L10H13 L5H4 L5H1 L15H13 L6H7 L13H0 L11H5 L12H1 L12H9 L15H27 L3H11 L8H12 L9H21 L15H23 L5H26 L11H7 L5H0 L17H1 L9H6 L13H12
