score_name,selection_method,front,back,verified_set,top20,top50,top100,verified_available,verified_total,missing_verified,top20_hits,top50_hits,top100_hits,top20_heads,path
layerweighted_top5mean_alpha2__itext_all__C_logtoi_HminusG,layerweighted_top5mean_alpha2,itext_all,C_logtoi_HminusG,verified_HH_git,0,0,1,21,30,L13H31 L16H29 L17H28 L26H28 L27H29 L29H8 L30H9 L31H3 L31H26,,,L18H9,L1H4 L1H17 L1H5 L1H0 L1H15 L1H23 L1H12 L1H3 L1H2 L1H16 L1H27 L1H22 L1H13 L1H20 L1H10 L1H24 L1H8 L1H9 L1H19 L1H18,./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_layerweighted_top5mean_alpha2__itext_all__C_logtoi_HminusG.json
layerweighted_top5mean_alpha2__itext_all__C_logtoi_HminusG,layerweighted_top5mean_alpha2,itext_all,C_logtoi_HminusG,verified_HH_yield,0,0,1,21,30,L13H31 L16H29 L26H28 L27H29 L30H5 L30H9 L31H3 L31H26 L31H27,,,L18H9,L1H4 L1H17 L1H5 L1H0 L1H15 L1H23 L1H12 L1H3 L1H2 L1H16 L1H27 L1H22 L1H13 L1H20 L1H10 L1H24 L1H8 L1H9 L1H19 L1H18,./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_layerweighted_top5mean_alpha2__itext_all__C_logtoi_HminusG.json
global__itext_all__C_itext_mass_HminusG,global,itext_all,C_itext_mass_HminusG,verified_HH_git,0,3,4,21,30,L13H31 L16H29 L17H28 L26H28 L27H29 L29H8 L30H9 L31H3 L31H26,,L13H9 L18H9 L20H5,L13H9 L17H0 L18H9 L20H5,L23H26 L21H21 L3H14 L0H19 L1H2 L2H22 L0H0 L14H26 L2H26 L12H21 L27H7 L3H11 L8H1 L6H14 L0H20 L0H2 L0H22 L2H20 L0H4 L23H10,./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_global__itext_all__C_itext_mass_HminusG.json
global__itext_all__C_itext_mass_HminusG,global,itext_all,C_itext_mass_HminusG,verified_HH_yield,0,2,4,21,30,L13H31 L16H29 L26H28 L27H29 L30H5 L30H9 L31H3 L31H26 L31H27,,L18H9 L20H5,L17H0 L18H9 L19H12 L20H5,L23H26 L21H21 L3H14 L0H19 L1H2 L2H22 L0H0 L14H26 L2H26 L12H21 L27H7 L3H11 L8H1 L6H14 L0H20 L0H2 L0H22 L2H20 L0H4 L23H10,./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_global__itext_all__C_itext_mass_HminusG.json
local__itext_all__C_itext_mass_HminusG,local,itext_all,C_itext_mass_HminusG,verified_HH_git,1,2,4,21,30,L13H31 L16H29 L17H28 L26H28 L27H29 L29H8 L30H9 L31H3 L31H26,L18H9,L18H9 L20H5,L13H9 L18H9 L20H5 L22H9,L23H26 L21H21 L3H14 L0H19 L1H2 L2H22 L14H26 L12H21 L27H7 L8H1 L6H14 L16H21 L7H7 L13H25 L25H16 L20H22 L11H5 L17H9 L26H23 L18H9,./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_local__itext_all__C_itext_mass_HminusG.json
local__itext_all__C_itext_mass_HminusG,local,itext_all,C_itext_mass_HminusG,verified_HH_yield,1,3,4,21,30,L13H31 L16H29 L26H28 L27H29 L30H5 L30H9 L31H3 L31H26 L31H27,L18H9,L18H9 L19H12 L20H5,L18H9 L19H12 L20H5 L22H9,L23H26 L21H21 L3H14 L0H19 L1H2 L2H22 L14H26 L12H21 L27H7 L8H1 L6H14 L16H21 L7H7 L13H25 L25H16 L20H22 L11H5 L17H9 L26H23 L18H9,./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_local__itext_all__C_itext_mass_HminusG.json
layerweighted_top5mean_alpha2__itext_all__C_itext_mass_HminusG,layerweighted_top5mean_alpha2,itext_all,C_itext_mass_HminusG,verified_HH_git,0,0,0,21,30,L13H31 L16H29 L17H28 L26H28 L27H29 L29H8 L30H9 L31H3 L31H26,,,,L0H19 L0H0 L0H20 L0H2 L0H22 L0H4 L0H15 L0H9 L0H13 L0H8 L0H12 L0H21 L0H10 L0H11 L0H18 L0H16 L0H23 L0H26 L0H24 L0H17,./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_layerweighted_top5mean_alpha2__itext_all__C_itext_mass_HminusG.json
layerweighted_top5mean_alpha2__itext_all__C_itext_mass_HminusG,layerweighted_top5mean_alpha2,itext_all,C_itext_mass_HminusG,verified_HH_yield,0,0,0,21,30,L13H31 L16H29 L26H28 L27H29 L30H5 L30H9 L31H3 L31H26 L31H27,,,,L0H19 L0H0 L0H20 L0H2 L0H22 L0H4 L0H15 L0H9 L0H13 L0H8 L0H12 L0H21 L0H10 L0H11 L0H18 L0H16 L0H23 L0H26 L0H24 L0H17,./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_layerweighted_top5mean_alpha2__itext_all__C_itext_mass_HminusG.json
global__txt_attn_raw_all__C_toi_HminusG,global,txt_attn_raw_all,C_toi_HminusG,verified_HH_git,0,1,3,21,30,L13H31 L16H29 L17H28 L26H28 L27H29 L29H8 L30H9 L31H3 L31H26,,L18H9,L13H9 L15H9 L18H9,L18H7 L19H0 L0H15 L1H15 L1H17 L1H3 L1H0 L27H11 L27H10 L27H13 L0H3 L12H0 L0H10 L3H7 L27H12 L1H4 L18H25 L1H20 L1H19 L0H21,./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_global__txt_attn_raw_all__C_toi_HminusG.json
global__txt_attn_raw_all__C_toi_HminusG,global,txt_attn_raw_all,C_toi_HminusG,verified_HH_yield,0,1,2,21,30,L13H31 L16H29 L26H28 L27H29 L30H5 L30H9 L31H3 L31H26 L31H27,,L18H9,L15H9 L18H9,L18H7 L19H0 L0H15 L1H15 L1H17 L1H3 L1H0 L27H11 L27H10 L27H13 L0H3 L12H0 L0H10 L3H7 L27H12 L1H4 L18H25 L1H20 L1H19 L0H21,./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_global__txt_attn_raw_all__C_toi_HminusG.json
local__txt_attn_raw_all__C_toi_HminusG,local,txt_attn_raw_all,C_toi_HminusG,verified_HH_git,0,2,5,21,30,L13H31 L16H29 L17H28 L26H28 L27H29 L29H8 L30H9 L31H3 L31H26,,L13H9 L22H9,L13H9 L15H9 L18H9 L20H5 L22H9,L18H7 L19H0 L0H15 L1H15 L27H11 L12H0 L3H7 L14H25 L9H16 L20H1 L6H15 L17H2 L25H4 L10H1 L15H11 L23H26 L21H19 L16H21 L7H7 L26H22,./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_local__txt_attn_raw_all__C_toi_HminusG.json
local__txt_attn_raw_all__C_toi_HminusG,local,txt_attn_raw_all,C_toi_HminusG,verified_HH_yield,0,1,4,21,30,L13H31 L16H29 L26H28 L27H29 L30H5 L30H9 L31H3 L31H26 L31H27,,L22H9,L15H9 L18H9 L20H5 L22H9,L18H7 L19H0 L0H15 L1H15 L27H11 L12H0 L3H7 L14H25 L9H16 L20H1 L6H15 L17H2 L25H4 L10H1 L15H11 L23H26 L21H19 L16H21 L7H7 L26H22,./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_local__txt_attn_raw_all__C_toi_HminusG.json
layerweighted_top5mean_alpha2__txt_attn_raw_all__C_toi_HminusG,layerweighted_top5mean_alpha2,txt_attn_raw_all,C_toi_HminusG,verified_HH_git,0,0,1,21,30,L13H31 L16H29 L17H28 L26H28 L27H29 L29H8 L30H9 L31H3 L31H26,,,L18H9,L1H15 L1H17 L1H3 L1H0 L1H4 L1H20 L1H19 L1H5 L1H10 L1H12 L1H11 L1H25 L1H27 L1H8 L1H16 L1H13 L1H26 L1H22 L1H9 L1H23,./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_layerweighted_top5mean_alpha2__txt_attn_raw_all__C_toi_HminusG.json
layerweighted_top5mean_alpha2__txt_attn_raw_all__C_toi_HminusG,layerweighted_top5mean_alpha2,txt_attn_raw_all,C_toi_HminusG,verified_HH_yield,0,0,1,21,30,L13H31 L16H29 L26H28 L27H29 L30H5 L30H9 L31H3 L31H26 L31H27,,,L18H9,L1H15 L1H17 L1H3 L1H0 L1H4 L1H20 L1H19 L1H5 L1H10 L1H12 L1H11 L1H25 L1H27 L1H8 L1H16 L1H13 L1H26 L1H22 L1H9 L1H23,./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_layerweighted_top5mean_alpha2__txt_attn_raw_all__C_toi_HminusG.json
global__txt_attn_raw_all__C_logtoi_HminusG,global,txt_attn_raw_all,C_logtoi_HminusG,verified_HH_git,0,1,1,21,30,L13H31 L16H29 L17H28 L26H28 L27H29 L29H8 L30H9 L31H3 L31H26,,L13H9,L13H9,L18H7 L19H0 L1H4 L1H17 L18H25 L12H0 L3H7 L14H25 L1H5 L0H20 L0H15 L0H16 L17H2 L27H13 L9H16 L17H1 L23H26 L15H12 L3H20 L0H21,./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_global__txt_attn_raw_all__C_logtoi_HminusG.json
global__txt_attn_raw_all__C_logtoi_HminusG,global,txt_attn_raw_all,C_logtoi_HminusG,verified_HH_yield,0,0,1,21,30,L13H31 L16H29 L26H28 L27H29 L30H5 L30H9 L31H3 L31H26 L31H27,,,L19H12,L18H7 L19H0 L1H4 L1H17 L18H25 L12H0 L3H7 L14H25 L1H5 L0H20 L0H15 L0H16 L17H2 L27H13 L9H16 L17H1 L23H26 L15H12 L3H20 L0H21,./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_global__txt_attn_raw_all__C_logtoi_HminusG.json
local__txt_attn_raw_all__C_logtoi_HminusG,local,txt_attn_raw_all,C_logtoi_HminusG,verified_HH_git,1,1,2,21,30,L13H31 L16H29 L17H28 L26H28 L27H29 L29H8 L30H9 L31H3 L31H26,L13H9,L13H9,L13H9 L22H9,L18H7 L19H0 L1H4 L12H0 L3H7 L14H25 L0H20 L17H2 L27H13 L9H16 L23H26 L15H12 L6H14 L11H5 L7H3 L25H17 L13H9 L16H21 L2H25 L21H19,./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_local__txt_attn_raw_all__C_logtoi_HminusG.json
local__txt_attn_raw_all__C_logtoi_HminusG,local,txt_attn_raw_all,C_logtoi_HminusG,verified_HH_yield,0,1,2,21,30,L13H31 L16H29 L26H28 L27H29 L30H5 L30H9 L31H3 L31H26 L31H27,,L19H12,L19H12 L22H9,L18H7 L19H0 L1H4 L12H0 L3H7 L14H25 L0H20 L17H2 L27H13 L9H16 L23H26 L15H12 L6H14 L11H5 L7H3 L25H17 L13H9 L16H21 L2H25 L21H19,./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_local__txt_attn_raw_all__C_logtoi_HminusG.json
layerweighted_top5mean_alpha2__txt_attn_raw_all__C_logtoi_HminusG,layerweighted_top5mean_alpha2,txt_attn_raw_all,C_logtoi_HminusG,verified_HH_git,0,0,1,21,30,L13H31 L16H29 L17H28 L26H28 L27H29 L29H8 L30H9 L31H3 L31H26,,,L18H9,L1H4 L1H17 L1H5 L1H0 L1H15 L1H23 L1H12 L1H3 L1H16 L1H27 L1H24 L1H10 L1H20 L1H19 L1H13 L1H22 L1H8 L1H2 L1H18 L1H9,./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_layerweighted_top5mean_alpha2__txt_attn_raw_all__C_logtoi_HminusG.json
layerweighted_top5mean_alpha2__txt_attn_raw_all__C_logtoi_HminusG,layerweighted_top5mean_alpha2,txt_attn_raw_all,C_logtoi_HminusG,verified_HH_yield,0,0,1,21,30,L13H31 L16H29 L26H28 L27H29 L30H5 L30H9 L31H3 L31H26 L31H27,,,L18H9,L1H4 L1H17 L1H5 L1H0 L1H15 L1H23 L1H12 L1H3 L1H16 L1H27 L1H24 L1H10 L1H20 L1H19 L1H13 L1H22 L1H8 L1H2 L1H18 L1H9,./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_layerweighted_top5mean_alpha2__txt_attn_raw_all__C_logtoi_HminusG.json
global__txt_attn_raw_all__C_itext_mass_HminusG,global,txt_attn_raw_all,C_itext_mass_HminusG,verified_HH_git,1,3,3,21,30,L13H31 L16H29 L17H28 L26H28 L27H29 L29H8 L30H9 L31H3 L31H26,L18H9,L13H9 L18H9 L20H5,L13H9 L18H9 L20H5,L23H26 L21H21 L0H19 L12H21 L14H26 L27H7 L2H26 L16H21 L7H7 L8H1 L3H14 L2H22 L6H14 L23H10 L0H20 L17H9 L17H2 L18H9 L25H16 L20H22,./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_global__txt_attn_raw_all__C_itext_mass_HminusG.json
global__txt_attn_raw_all__C_itext_mass_HminusG,global,txt_attn_raw_all,C_itext_mass_HminusG,verified_HH_yield,1,3,3,21,30,L13H31 L16H29 L26H28 L27H29 L30H5 L30H9 L31H3 L31H26 L31H27,L18H9,L18H9 L19H12 L20H5,L18H9 L19H12 L20H5,L23H26 L21H21 L0H19 L12H21 L14H26 L27H7 L2H26 L16H21 L7H7 L8H1 L3H14 L2H22 L6H14 L23H10 L0H20 L17H9 L17H2 L18H9 L25H16 L20H22,./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_global__txt_attn_raw_all__C_itext_mass_HminusG.json
local__txt_attn_raw_all__C_itext_mass_HminusG,local,txt_attn_raw_all,C_itext_mass_HminusG,verified_HH_git,2,3,4,21,30,L13H31 L16H29 L17H28 L26H28 L27H29 L29H8 L30H9 L31H3 L31H26,L13H9 L18H9,L13H9 L18H9 L20H5,L13H9 L18H9 L20H5 L22H9,L23H26 L21H21 L0H19 L12H21 L14H26 L27H7 L2H26 L16H21 L7H7 L8H1 L3H14 L6H14 L17H9 L18H9 L25H16 L20H22 L26H23 L11H5 L13H9 L15H23,./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_local__txt_attn_raw_all__C_itext_mass_HminusG.json
local__txt_attn_raw_all__C_itext_mass_HminusG,local,txt_attn_raw_all,C_itext_mass_HminusG,verified_HH_yield,1,3,4,21,30,L13H31 L16H29 L26H28 L27H29 L30H5 L30H9 L31H3 L31H26 L31H27,L18H9,L18H9 L19H12 L20H5,L18H9 L19H12 L20H5 L22H9,L23H26 L21H21 L0H19 L12H21 L14H26 L27H7 L2H26 L16H21 L7H7 L8H1 L3H14 L6H14 L17H9 L18H9 L25H16 L20H22 L26H23 L11H5 L13H9 L15H23,./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_local__txt_attn_raw_all__C_itext_mass_HminusG.json
layerweighted_top5mean_alpha2__txt_attn_raw_all__C_itext_mass_HminusG,layerweighted_top5mean_alpha2,txt_attn_raw_all,C_itext_mass_HminusG,verified_HH_git,0,0,0,21,30,L13H31 L16H29 L17H28 L26H28 L27H29 L29H8 L30H9 L31H3 L31H26,,,,L0H19 L0H20 L0H2 L0H22 L0H0 L0H4 L0H15 L0H9 L0H13 L0H8 L0H12 L0H21 L0H10 L0H11 L0H16 L0H23 L0H18 L0H26 L0H17 L0H24,./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_layerweighted_top5mean_alpha2__txt_attn_raw_all__C_itext_mass_HminusG.json
layerweighted_top5mean_alpha2__txt_attn_raw_all__C_itext_mass_HminusG,layerweighted_top5mean_alpha2,txt_attn_raw_all,C_itext_mass_HminusG,verified_HH_yield,0,0,0,21,30,L13H31 L16H29 L26H28 L27H29 L30H5 L30H9 L31H3 L31H26 L31H27,,,,L0H19 L0H20 L0H2 L0H22 L0H0 L0H4 L0H15 L0H9 L0H13 L0H8 L0H12 L0H21 L0H10 L0H11 L0H16 L0H23 L0H18 L0H26 L0H17 L0H24,./results/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l0_l27_allheads/surrogate_score_zoo/ranked_heads_layerweighted_top5mean_alpha2__txt_attn_raw_all__C_itext_mass_HminusG.json
