score_name,description,path,top1,top20
RelC_ratio_hall_minus_nonhall,Relative contrast in T/(T+I): delta/(hall+grounded).,./results_l9_l16/coco/llava-v1.5-7b_base_original_qa_n500_txtattn_l9_l16_allheads/surrogate_score_zoo/ranked_heads_RelC_ratio_hall_minus_nonhall.json,L16H30,L16H30 L14H7 L16H17 L16H1 L15H5 L15H14 L15H19 L16H5 L10H15 L16H13 L14H1 L16H19 L13H4 L11H18 L14H10 L15H27 L16H4 L9H26 L10H10 L15H15
RelC_logtoi_hall_minus_nonhall,Relative contrast in log text-over-image.,./results_l9_l16/coco/llava-v1.5-7b_base_original_qa_n500_txtattn_l9_l16_allheads/surrogate_score_zoo/ranked_heads_RelC_logtoi_hall_minus_nonhall.json,L16H30,L16H30 L14H7 L16H17 L15H5 L15H14 L15H19 L16H1 L14H1 L16H13 L13H19 L11H18 L15H31 L16H5 L15H27 L12H15 L16H4 L10H10 L16H19 L12H14 L10H15
RelC_image_drop,Relative image-attention drop on hallucinated object steps.,./results_l9_l16/coco/llava-v1.5-7b_base_original_qa_n500_txtattn_l9_l16_allheads/surrogate_score_zoo/ranked_heads_RelC_image_drop.json,L15H27,L15H27 L16H17 L15H14 L15H13 L12H14 L16H13 L15H31 L12H1 L15H5 L15H19 L14H2 L16H30 L16H31 L16H5 L14H20 L16H2 L14H11 L10H20 L15H22 L15H23
Specific_text_delta_x_hall,Absolute text contrast gated by hallucinated-step text strength.,./results_l9_l16/coco/llava-v1.5-7b_base_original_qa_n500_txtattn_l9_l16_allheads/surrogate_score_zoo/ranked_heads_Specific_text_delta_x_hall.json,L14H16,L14H16 L10H13 L13H10 L16H17 L9H31 L12H28 L15H28 L11H25 L15H5 L9H20 L10H30 L12H18 L13H20 L16H9 L14H7 L14H20 L10H27 L10H8 L13H19 L11H28
Specific_ratio_delta_x_hall,Absolute ratio contrast gated by hallucinated-step ratio strength.,./results_l9_l16/coco/llava-v1.5-7b_base_original_qa_n500_txtattn_l9_l16_allheads/surrogate_score_zoo/ranked_heads_Specific_ratio_delta_x_hall.json,L16H30,L16H30 L14H7 L16H17 L15H5 L15H14 L15H19 L14H1 L16H1 L11H18 L16H13 L15H31 L13H19 L15H27 L12H15 L16H4 L12H14 L10H10 L13H7 L15H22 L14H2
Specific_logtoi_delta_x_hall,Absolute log text-over-image contrast gated by hallucinated-step strength.,./results_l9_l16/coco/llava-v1.5-7b_base_original_qa_n500_txtattn_l9_l16_allheads/surrogate_score_zoo/ranked_heads_Specific_logtoi_delta_x_hall.json,L14H20,L14H20 L15H13 L14H16 L12H28 L9H31 L10H13 L13H19 L13H26 L16H2 L10H20 L16H31 L9H4 L12H24 L15H28 L15H31 L16H17 L10H23 L15H22 L16H0 L10H27
Specific_text_threefactor,Text mass three-factor score: delta * relative contrast * hall strength.,./results_l9_l16/coco/llava-v1.5-7b_base_original_qa_n500_txtattn_l9_l16_allheads/surrogate_score_zoo/ranked_heads_Specific_text_threefactor.json,L12H28,L12H28 L10H13 L13H19 L14H7 L13H10 L11H28 L14H16 L16H17 L13H20 L9H31 L12H18 L11H25 L15H5 L13H7 L10H23 L9H20 L11H18 L15H7 L16H30 L16H4
Specific_ratio_threefactor,Ratio three-factor score: delta * relative contrast * hall strength.,./results_l9_l16/coco/llava-v1.5-7b_base_original_qa_n500_txtattn_l9_l16_allheads/surrogate_score_zoo/ranked_heads_Specific_ratio_threefactor.json,L16H30,L16H30 L14H7 L16H17 L15H5 L15H14 L15H19 L16H1 L14H1 L16H13 L11H18 L16H5 L15H31 L15H27 L13H19 L16H4 L12H15 L10H10 L16H19 L12H14 L13H4
Object_text_minus_all,Object-token text-prefix excess over all generated steps.,./results_l9_l16/coco/llava-v1.5-7b_base_original_qa_n500_txtattn_l9_l16_allheads/surrogate_score_zoo/ranked_heads_Object_text_minus_all.json,L16H21,L16H21 L15H28 L12H29 L16H12 L9H8 L16H15 L15H12 L14H22 L12H16 L10H17 L13H29 L11H12 L15H16 L16H11 L11H14 L16H8 L10H5 L10H24 L9H4 L11H25
Hall_text_minus_all,Hallucinated-token text-prefix excess over all generated steps.,./results_l9_l16/coco/llava-v1.5-7b_base_original_qa_n500_txtattn_l9_l16_allheads/surrogate_score_zoo/ranked_heads_Hall_text_minus_all.json,L15H28,L15H28 L12H29 L16H21 L16H12 L10H13 L11H25 L12H28 L9H20 L15H7 L14H22 L9H4 L11H12 L13H19 L13H10 L15H5 L9H15 L10H27 L16H17 L14H16 L10H23
Object_ratio_minus_all,Object-token T/(T+I) excess over all generated steps.,./results_l9_l16/coco/llava-v1.5-7b_base_original_qa_n500_txtattn_l9_l16_allheads/surrogate_score_zoo/ranked_heads_Object_ratio_minus_all.json,L16H27,L16H27 L13H23 L11H22 L9H4 L11H2 L16H21 L14H26 L15H12 L10H14 L11H15 L15H31 L13H19 L11H14 L16H28 L15H14 L15H24 L13H22 L16H2 L10H23 L15H17
Hall_ratio_minus_all,Hallucinated-token T/(T+I) excess over all generated steps.,./results_l9_l16/coco/llava-v1.5-7b_base_original_qa_n500_txtattn_l9_l16_allheads/surrogate_score_zoo/ranked_heads_Hall_ratio_minus_all.json,L16H30,L16H30 L15H14 L15H5 L16H27 L16H17 L15H31 L11H2 L9H4 L14H7 L13H19 L13H23 L14H26 L16H28 L11H18 L15H22 L15H17 L16H13 L13H4 L15H30 L16H2
Fusion_text70_ratioC30,"Rank fusion: 70% global text-prefix reliance, 30% hallucination contrast in T/(T+I).",./results_l9_l16/coco/llava-v1.5-7b_base_original_qa_n500_txtattn_l9_l16_allheads/surrogate_score_zoo/ranked_heads_Fusion_text70_ratioC30.json,L16H9,L16H9 L16H2 L14H20 L16H17 L16H3 L12H1 L16H6 L16H31 L14H19 L14H16 L14H2 L15H10 L12H24 L10H6 L16H4 L9H30 L15H4 L14H29 L15H13 L13H8
Fusion_text50_ratioC30_imgdrop20,Rank fusion: text reliance + ratio contrast + image-attention drop.,./results_l9_l16/coco/llava-v1.5-7b_base_original_qa_n500_txtattn_l9_l16_allheads/surrogate_score_zoo/ranked_heads_Fusion_text50_ratioC30_imgdrop20.json,L16H2,L16H2 L16H17 L16H9 L14H19 L14H2 L14H20 L12H1 L15H27 L10H6 L15H5 L16H3 L16H6 L16H4 L15H22 L9H30 L15H13 L14H4 L14H11 L16H31 L16H13
Fusion_halltext50_logC30_imgdrop20,Rank fusion: hallucinated-step text reliance + log text-over-image contrast + image drop.,./results_l9_l16/coco/llava-v1.5-7b_base_original_qa_n500_txtattn_l9_l16_allheads/surrogate_score_zoo/ranked_heads_Fusion_halltext50_logC30_imgdrop20.json,L16H17,L16H17 L14H20 L16H2 L15H5 L16H9 L14H16 L9H31 L10H27 L12H24 L9H20 L16H21 L16H31 L15H13 L15H28 L10H13 L15H20 L11H30 L16H6 L14H19 L15H7
Fusion_text40_absC30_relC30,"Rank fusion balancing global text reliance, absolute text contrast, and relative text contrast.",./results_l9_l16/coco/llava-v1.5-7b_base_original_qa_n500_txtattn_l9_l16_allheads/surrogate_score_zoo/ranked_heads_Fusion_text40_absC30_relC30.json,L14H16,L14H16 L9H31 L16H17 L10H30 L16H6 L16H9 L13H10 L16H2 L16H4 L14H20 L10H8 L12H18 L10H27 L15H5 L13H20 L11H25 L12H24 L11H30 L15H24 L12H9
Fusion_ratio_policy,"Policy-style ratio fusion using hall ratio, absolute ratio contrast, and relative ratio contrast.",./results_l9_l16/coco/llava-v1.5-7b_base_original_qa_n500_txtattn_l9_l16_allheads/surrogate_score_zoo/ranked_heads_Fusion_ratio_policy.json,L13H19,L13H19 L15H13 L15H31 L11H18 L16H17 L16H2 L9H4 L15H22 L16H0 L12H28 L15H5 L14H1 L12H14 L10H20 L12H15 L15H14 L16H27 L14H20 L14H7 L13H7
