score_name,selection_method,front,back,verified_set,top20,top50,top100,verified_available,verified_total,missing_verified,top20_hits,top50_hits,top100_hits,top20_heads,path
layerweighted_top5mean_alpha2__txt_attn_raw_all__C_toi_HminusG,layerweighted_top5mean_alpha2,txt_attn_raw_all,C_toi_HminusG,verified_HH_git,2,2,3,30,30,,L31H3 L31H26,L31H3 L31H26,L12H10 L31H3 L31H26,L31H0 L31H28 L31H26 L31H25 L31H15 L31H18 L31H24 L31H12 L31H6 L31H3 L31H2 L31H1 L31H7 L31H14 L31H11 L31H9 L31H30 L31H31 L31H29 L31H19,./results/coco/llama3-llava-next-8b_base_original_qa_n500_txtattn_l0_l31_allheads/surrogate_score_zoo/ranked_heads_layerweighted_top5mean_alpha2__txt_attn_raw_all__C_toi_HminusG.json
layerweighted_top5mean_alpha2__txt_attn_raw_all__C_toi_HminusG,layerweighted_top5mean_alpha2,txt_attn_raw_all,C_toi_HminusG,verified_HH_yield,2,3,4,30,30,,L31H3 L31H26,L31H3 L31H26 L31H27,L12H10 L31H3 L31H26 L31H27,L31H0 L31H28 L31H26 L31H25 L31H15 L31H18 L31H24 L31H12 L31H6 L31H3 L31H2 L31H1 L31H7 L31H14 L31H11 L31H9 L31H30 L31H31 L31H29 L31H19,./results/coco/llama3-llava-next-8b_base_original_qa_n500_txtattn_l0_l31_allheads/surrogate_score_zoo/ranked_heads_layerweighted_top5mean_alpha2__txt_attn_raw_all__C_toi_HminusG.json
global__txt_attn_raw_all__C_logtoi_HminusG,global,txt_attn_raw_all,C_logtoi_HminusG,verified_HH_git,1,2,4,30,30,,L22H9,L22H9 L29H8,L16H29 L22H9 L29H8 L31H26,L10H30 L14H8 L15H4 L14H10 L11H17 L21H10 L11H16 L0H11 L20H3 L11H8 L9H9 L7H8 L12H26 L6H13 L22H9 L11H9 L17H30 L8H29 L12H30 L7H27,./results/coco/llama3-llava-next-8b_base_original_qa_n500_txtattn_l0_l31_allheads/surrogate_score_zoo/ranked_heads_global__txt_attn_raw_all__C_logtoi_HminusG.json
global__txt_attn_raw_all__C_logtoi_HminusG,global,txt_attn_raw_all,C_logtoi_HminusG,verified_HH_yield,1,1,3,30,30,,L22H9,L22H9,L16H29 L22H9 L31H26,L10H30 L14H8 L15H4 L14H10 L11H17 L21H10 L11H16 L0H11 L20H3 L11H8 L9H9 L7H8 L12H26 L6H13 L22H9 L11H9 L17H30 L8H29 L12H30 L7H27,./results/coco/llama3-llava-next-8b_base_original_qa_n500_txtattn_l0_l31_allheads/surrogate_score_zoo/ranked_heads_global__txt_attn_raw_all__C_logtoi_HminusG.json
local__txt_attn_raw_all__C_logtoi_HminusG,local,txt_attn_raw_all,C_logtoi_HminusG,verified_HH_git,3,3,6,30,30,,L16H29 L22H9 L29H8,L16H29 L22H9 L29H8,L16H29 L18H9 L22H9 L29H8 L30H9 L31H26,L10H30 L14H8 L15H4 L11H17 L21H10 L0H11 L20H3 L9H9 L7H8 L12H26 L6H13 L22H9 L17H30 L8H29 L29H8 L13H24 L1H28 L31H28 L18H29 L16H29,./results/coco/llama3-llava-next-8b_base_original_qa_n500_txtattn_l0_l31_allheads/surrogate_score_zoo/ranked_heads_local__txt_attn_raw_all__C_logtoi_HminusG.json
local__txt_attn_raw_all__C_logtoi_HminusG,local,txt_attn_raw_all,C_logtoi_HminusG,verified_HH_yield,2,2,5,30,30,,L16H29 L22H9,L16H29 L22H9,L16H29 L18H9 L22H9 L30H9 L31H26,L10H30 L14H8 L15H4 L11H17 L21H10 L0H11 L20H3 L9H9 L7H8 L12H26 L6H13 L22H9 L17H30 L8H29 L29H8 L13H24 L1H28 L31H28 L18H29 L16H29,./results/coco/llama3-llava-next-8b_base_original_qa_n500_txtattn_l0_l31_allheads/surrogate_score_zoo/ranked_heads_local__txt_attn_raw_all__C_logtoi_HminusG.json
layerweighted_top5mean_alpha2__txt_attn_raw_all__C_logtoi_HminusG,layerweighted_top5mean_alpha2,txt_attn_raw_all,C_logtoi_HminusG,verified_HH_git,0,1,1,30,30,,,L12H10,L12H10,L11H17 L11H16 L11H8 L11H9 L11H26 L11H11 L11H14 L11H10 L11H25 L11H24 L11H19 L11H18 L11H0 L11H30 L11H23 L11H15 L11H1 L11H27 L11H31 L11H13,./results/coco/llama3-llava-next-8b_base_original_qa_n500_txtattn_l0_l31_allheads/surrogate_score_zoo/ranked_heads_layerweighted_top5mean_alpha2__txt_attn_raw_all__C_logtoi_HminusG.json
layerweighted_top5mean_alpha2__txt_attn_raw_all__C_logtoi_HminusG,layerweighted_top5mean_alpha2,txt_attn_raw_all,C_logtoi_HminusG,verified_HH_yield,0,1,1,30,30,,,L12H10,L12H10,L11H17 L11H16 L11H8 L11H9 L11H26 L11H11 L11H14 L11H10 L11H25 L11H24 L11H19 L11H18 L11H0 L11H30 L11H23 L11H15 L11H1 L11H27 L11H31 L11H13,./results/coco/llama3-llava-next-8b_base_original_qa_n500_txtattn_l0_l31_allheads/surrogate_score_zoo/ranked_heads_layerweighted_top5mean_alpha2__txt_attn_raw_all__C_logtoi_HminusG.json
global__txt_attn_raw_all__C_itext_mass_HminusG,global,txt_attn_raw_all,C_itext_mass_HminusG,verified_HH_git,1,2,4,30,30,,L31H26,L15H9 L31H26,L12H10 L15H9 L30H9 L31H26,L14H10 L11H17 L31H28 L11H26 L9H9 L8H29 L31H15 L11H24 L11H16 L31H26 L12H3 L11H8 L11H9 L17H30 L11H14 L11H25 L12H0 L7H27 L13H24 L7H9,./results/coco/llama3-llava-next-8b_base_original_qa_n500_txtattn_l0_l31_allheads/surrogate_score_zoo/ranked_heads_global__txt_attn_raw_all__C_itext_mass_HminusG.json
global__txt_attn_raw_all__C_itext_mass_HminusG,global,txt_attn_raw_all,C_itext_mass_HminusG,verified_HH_yield,1,2,4,30,30,,L31H26,L15H9 L31H26,L12H10 L15H9 L30H9 L31H26,L14H10 L11H17 L31H28 L11H26 L9H9 L8H29 L31H15 L11H24 L11H16 L31H26 L12H3 L11H8 L11H9 L17H30 L11H14 L11H25 L12H0 L7H27 L13H24 L7H9,./results/coco/llama3-llava-next-8b_base_original_qa_n500_txtattn_l0_l31_allheads/surrogate_score_zoo/ranked_heads_global__txt_attn_raw_all__C_itext_mass_HminusG.json
local__txt_attn_raw_all__C_itext_mass_HminusG,local,txt_attn_raw_all,C_itext_mass_HminusG,verified_HH_git,0,2,4,30,30,,,L18H26 L30H9,L15H9 L18H26 L30H9 L31H26,L14H10 L11H17 L31H28 L9H9 L8H29 L12H3 L17H30 L7H27 L13H24 L6H13 L0H11 L21H10 L15H0 L10H26 L30H18 L16H30 L26H10 L5H17 L22H11 L4H6,./results/coco/llama3-llava-next-8b_base_original_qa_n500_txtattn_l0_l31_allheads/surrogate_score_zoo/ranked_heads_local__txt_attn_raw_all__C_itext_mass_HminusG.json
local__txt_attn_raw_all__C_itext_mass_HminusG,local,txt_attn_raw_all,C_itext_mass_HminusG,verified_HH_yield,0,2,4,30,30,,,L18H26 L30H9,L15H9 L18H26 L30H9 L31H26,L14H10 L11H17 L31H28 L9H9 L8H29 L12H3 L17H30 L7H27 L13H24 L6H13 L0H11 L21H10 L15H0 L10H26 L30H18 L16H30 L26H10 L5H17 L22H11 L4H6,./results/coco/llama3-llava-next-8b_base_original_qa_n500_txtattn_l0_l31_allheads/surrogate_score_zoo/ranked_heads_local__txt_attn_raw_all__C_itext_mass_HminusG.json
layerweighted_top5mean_alpha2__txt_attn_raw_all__C_itext_mass_HminusG,layerweighted_top5mean_alpha2,txt_attn_raw_all,C_itext_mass_HminusG,verified_HH_git,0,2,2,30,30,,,L31H3 L31H26,L31H3 L31H26,L11H17 L11H26 L11H24 L11H16 L11H8 L11H9 L11H14 L11H25 L11H30 L11H0 L11H31 L11H18 L11H22 L11H11 L11H1 L11H20 L11H3 L11H15 L11H19 L11H27,./results/coco/llama3-llava-next-8b_base_original_qa_n500_txtattn_l0_l31_allheads/surrogate_score_zoo/ranked_heads_layerweighted_top5mean_alpha2__txt_attn_raw_all__C_itext_mass_HminusG.json
layerweighted_top5mean_alpha2__txt_attn_raw_all__C_itext_mass_HminusG,layerweighted_top5mean_alpha2,txt_attn_raw_all,C_itext_mass_HminusG,verified_HH_yield,0,2,3,30,30,,,L31H3 L31H26,L31H3 L31H26 L31H27,L11H17 L11H26 L11H24 L11H16 L11H8 L11H9 L11H14 L11H25 L11H30 L11H0 L11H31 L11H18 L11H22 L11H11 L11H1 L11H20 L11H3 L11H15 L11H19 L11H27,./results/coco/llama3-llava-next-8b_base_original_qa_n500_txtattn_l0_l31_allheads/surrogate_score_zoo/ranked_heads_layerweighted_top5mean_alpha2__txt_attn_raw_all__C_itext_mass_HminusG.json
