score_name,description,path,top1,top20
RelC_logtoi_hall_minus_nonhall,Relative contrast in log text-over-image.,./results/coco/llama3-llava-next-8b_base_original_qa_n500_txtattn_l0_l31_allheads/surrogate_score_zoo/ranked_heads_RelC_logtoi_hall_minus_nonhall.json,L19H13,L19H13 L15H1 L17H29 L21H15 L21H14 L6H9 L20H25 L15H14 L17H26 L6H20 L21H26 L20H23 L28H10 L20H20 L8H31 L9H19 L22H11 L7H10 L15H21 L20H30
RelC_image_drop,Relative image-attention drop on hallucinated object steps.,./results/coco/llama3-llava-next-8b_base_original_qa_n500_txtattn_l0_l31_allheads/surrogate_score_zoo/ranked_heads_RelC_image_drop.json,L20H30,L20H30 L20H3 L17H31 L7H10 L6H9 L9H20 L18H0 L15H4 L20H29 L17H21 L10H30 L17H29 L15H23 L22H10 L20H9 L12H21 L15H20 L16H11 L9H13 L6H13
Specific_text_delta_x_hall,Absolute text contrast gated by hallucinated-step text strength.,./results/coco/llama3-llava-next-8b_base_original_qa_n500_txtattn_l0_l31_allheads/surrogate_score_zoo/ranked_heads_Specific_text_delta_x_hall.json,L14H10,L14H10 L7H27 L22H7 L11H26 L21H4 L17H30 L11H24 L3H12 L9H9 L11H25 L11H17 L0H11 L31H28 L12H0 L31H26 L10H26 L24H12 L11H8 L8H29 L11H16
Specific_ratio_delta_x_hall,Absolute ratio contrast gated by hallucinated-step ratio strength.,./results/coco/llama3-llava-next-8b_base_original_qa_n500_txtattn_l0_l31_allheads/surrogate_score_zoo/ranked_heads_Specific_ratio_delta_x_hall.json,L6H9,L6H9 L15H14 L28H10 L6H20 L21H14 L20H30 L22H11 L7H10 L18H5 L28H22 L2H29 L15H1 L18H0 L21H26 L22H10 L21H15 L4H6 L18H18 L25H0 L17H31
Specific_logtoi_delta_x_hall,Absolute log text-over-image contrast gated by hallucinated-step strength.,./results/coco/llama3-llava-next-8b_base_original_qa_n500_txtattn_l0_l31_allheads/surrogate_score_zoo/ranked_heads_Specific_logtoi_delta_x_hall.json,L0H31,L0H31 L20H29 L6H13 L10H30 L7H27 L20H3 L24H13 L7H12 L17H30 L14H8 L7H10 L11H16 L20H28 L8H4 L24H31 L11H17 L22H7 L6H9 L9H9 L15H4
Specific_text_threefactor,Text mass three-factor score: delta * relative contrast * hall strength.,./results/coco/llama3-llava-next-8b_base_original_qa_n500_txtattn_l0_l31_allheads/surrogate_score_zoo/ranked_heads_Specific_text_threefactor.json,L22H7,L22H7 L21H4 L7H27 L24H12 L3H12 L26H11 L9H30 L15H28 L11H26 L14H10 L24H31 L9H19 L11H25 L17H30 L15H9 L4H6 L7H12 L11H24 L25H1 L21H14
Specific_ratio_threefactor,Ratio three-factor score: delta * relative contrast * hall strength.,./results/coco/llama3-llava-next-8b_base_original_qa_n500_txtattn_l0_l31_allheads/surrogate_score_zoo/ranked_heads_Specific_ratio_threefactor.json,L19H13,L19H13 L15H1 L21H14 L21H15 L17H29 L6H20 L15H14 L6H9 L21H26 L22H11 L17H26 L9H19 L20H30 L28H10 L18H0 L20H25 L17H31 L18H5 L8H31 L6H6
Object_text_minus_all,Object-token text-prefix excess over all generated steps.,./results/coco/llama3-llava-next-8b_base_original_qa_n500_txtattn_l0_l31_allheads/surrogate_score_zoo/ranked_heads_Object_text_minus_all.json,L27H12,L27H12 L24H15 L22H17 L14H19 L23H16 L25H29 L26H26 L31H23 L16H13 L18H7 L16H22 L12H17 L4H16 L31H6 L17H11 L8H0 L29H23 L21H9 L5H11 L26H23
Hall_text_minus_all,Hallucinated-token text-prefix excess over all generated steps.,./results/coco/llama3-llava-next-8b_base_original_qa_n500_txtattn_l0_l31_allheads/surrogate_score_zoo/ranked_heads_Hall_text_minus_all.json,L24H15,L24H15 L12H17 L23H16 L17H11 L3H12 L27H12 L24H28 L16H14 L24H13 L24H14 L31H6 L28H26 L5H18 L16H22 L18H7 L16H13 L22H7 L30H18 L3H13 L10H26
Object_ratio_minus_all,Object-token T/(T+I) excess over all generated steps.,./results/coco/llama3-llava-next-8b_base_original_qa_n500_txtattn_l0_l31_allheads/surrogate_score_zoo/ranked_heads_Object_ratio_minus_all.json,L5H9,L5H9 L5H8 L2H20 L2H22 L9H27 L16H20 L2H25 L1H23 L26H15 L25H18 L16H23 L9H31 L25H19 L19H27 L5H11 L2H23 L26H27 L4H19 L25H29 L4H3
Hall_ratio_minus_all,Hallucinated-token T/(T+I) excess over all generated steps.,./results/coco/llama3-llava-next-8b_base_original_qa_n500_txtattn_l0_l31_allheads/surrogate_score_zoo/ranked_heads_Hall_ratio_minus_all.json,L5H9,L5H9 L25H18 L5H8 L16H20 L2H20 L9H27 L29H9 L19H27 L18H4 L26H27 L19H12 L2H22 L21H24 L17H21 L21H26 L25H19 L27H16 L18H18 L16H19 L4H3
Fusion_text70_ratioC30,"Rank fusion: 70% global text-prefix reliance, 30% hallucination contrast in T/(T+I).",./results/coco/llama3-llava-next-8b_base_original_qa_n500_txtattn_l0_l31_allheads/surrogate_score_zoo/ranked_heads_Fusion_text70_ratioC30.json,L8H29,L8H29 L11H14 L22H9 L17H3 L11H26 L7H8 L11H8 L15H4 L0H11 L28H11 L15H26 L11H24 L28H21 L10H24 L10H19 L20H3 L15H20 L0H8 L0H10 L8H30
Fusion_text50_ratioC30_imgdrop20,Rank fusion: text reliance + ratio contrast + image-attention drop.,./results/coco/llama3-llava-next-8b_base_original_qa_n500_txtattn_l0_l31_allheads/surrogate_score_zoo/ranked_heads_Fusion_text50_ratioC30_imgdrop20.json,L8H29,L8H29 L17H3 L11H14 L15H26 L22H9 L15H14 L22H11 L10H24 L8H30 L6H20 L7H10 L22H10 L7H8 L15H20 L11H8 L15H27 L28H11 L20H3 L15H4 L21H26
Fusion_halltext50_logC30_imgdrop20,Rank fusion: hallucinated-step text reliance + log text-over-image contrast + image drop.,./results/coco/llama3-llava-next-8b_base_original_qa_n500_txtattn_l0_l31_allheads/surrogate_score_zoo/ranked_heads_Fusion_halltext50_logC30_imgdrop20.json,L20H3,L20H3 L11H8 L0H11 L15H4 L7H10 L10H30 L6H20 L11H14 L27H8 L8H29 L14H10 L12H30 L11H26 L15H20 L1H28 L11H11 L11H9 L12H26 L7H8 L15H14
Fusion_text40_absC30_relC30,"Rank fusion balancing global text reliance, absolute text contrast, and relative text contrast.",./results/coco/llama3-llava-next-8b_base_original_qa_n500_txtattn_l0_l31_allheads/surrogate_score_zoo/ranked_heads_Fusion_text40_absC30_relC30.json,L14H10,L14H10 L11H26 L7H9 L8H29 L11H24 L7H27 L11H17 L11H25 L31H28 L9H9 L17H30 L31H15 L15H9 L11H14 L15H14 L12H0 L6H13 L9H19 L11H8 L7H10
Fusion_ratio_policy,"Policy-style ratio fusion using hall ratio, absolute ratio contrast, and relative ratio contrast.",./results/coco/llama3-llava-next-8b_base_original_qa_n500_txtattn_l0_l31_allheads/surrogate_score_zoo/ranked_heads_Fusion_ratio_policy.json,L7H10,L7H10 L6H9 L28H22 L26H21 L28H10 L20H3 L11H8 L22H10 L7H8 L8H3 L19H26 L19H21 L17H18 L15H23 L9H30 L15H28 L19H22 L22H19 L2H29 L15H14
