score_name,selection_method,front,back,verified_set,top20,top50,top100,verified_available,verified_total,missing_verified,top20_hits,top50_hits,top100_hits,top20_heads,path
layerweighted_top5mean_alpha2__itext_all__C_itext_mass_HminusG,layerweighted_top5mean_alpha2,itext_all,C_itext_mass_HminusG,verified_HH_yield,4,4,8,12,30,L12H10 L13H31 L14H4 L14H14 L14H16 L16H29 L17H0 L22H9 L22H17 L22H20 L26H9 L26H28 L27H29 L30H5 L30H9 L31H3 L31H26 L31H27,L15H9 L15H10 L15H24 L15H25,L15H9 L15H10 L15H24 L15H25,L15H9 L15H10 L15H24 L15H25 L18H9 L18H26 L19H12 L19H27,L15H23 L15H12 L15H13 L15H26 L15H5 L15H22 L15H2 L15H6 L15H11 L15H9 L15H7 L15H24 L15H0 L15H25 L15H8 L15H10 L15H17 L15H3 L15H21 L15H27,./results_l13_l15_l18_l19_l20/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l13_l15_l18_l19_l20_allheads/surrogate_score_zoo/ranked_heads_layerweighted_top5mean_alpha2__itext_all__C_itext_mass_HminusG.json
global__txt_attn_raw_all__C_toi_HminusG,global,txt_attn_raw_all,C_toi_HminusG,verified_HH_git,3,5,9,13,30,L12H10 L13H31 L14H14 L14H16 L16H9 L16H29 L17H0 L17H28 L22H9 L22H20 L26H9 L26H28 L27H29 L29H8 L30H9 L31H3 L31H26,L13H9 L15H9 L18H9,L13H9 L15H9 L15H10 L18H9 L20H5,L13H9 L15H9 L15H10 L15H24 L15H25 L18H9 L19H27 L20H5 L20H20,L18H7 L19H0 L18H25 L20H1 L18H9 L15H12 L15H11 L18H17 L18H0 L15H13 L13H9 L19H10 L18H20 L19H2 L15H5 L19H11 L15H9 L15H23 L18H21 L15H26,./results_l13_l15_l18_l19_l20/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l13_l15_l18_l19_l20_allheads/surrogate_score_zoo/ranked_heads_global__txt_attn_raw_all__C_toi_HminusG.json
global__txt_attn_raw_all__C_toi_HminusG,global,txt_attn_raw_all,C_toi_HminusG,verified_HH_yield,2,4,9,12,30,L12H10 L13H31 L14H4 L14H14 L14H16 L16H29 L17H0 L22H9 L22H17 L22H20 L26H9 L26H28 L27H29 L30H5 L30H9 L31H3 L31H26 L31H27,L15H9 L18H9,L15H9 L15H10 L18H9 L20H5,L15H9 L15H10 L15H24 L15H25 L18H9 L19H12 L19H27 L20H5 L20H20,L18H7 L19H0 L18H25 L20H1 L18H9 L15H12 L15H11 L18H17 L18H0 L15H13 L13H9 L19H10 L18H20 L19H2 L15H5 L19H11 L15H9 L15H23 L18H21 L15H26,./results_l13_l15_l18_l19_l20/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l13_l15_l18_l19_l20_allheads/surrogate_score_zoo/ranked_heads_global__txt_attn_raw_all__C_toi_HminusG.json
local__txt_attn_raw_all__C_toi_HminusG,local,txt_attn_raw_all,C_toi_HminusG,verified_HH_git,3,4,9,13,30,L12H10 L13H31 L14H14 L14H16 L16H9 L16H29 L17H0 L17H28 L22H9 L22H20 L26H9 L26H28 L27H29 L29H8 L30H9 L31H3 L31H26,L13H9 L18H9 L20H5,L13H9 L15H9 L18H9 L20H5,L13H9 L15H9 L15H10 L15H24 L15H25 L18H9 L19H27 L20H5 L20H20,L18H7 L19H0 L20H1 L15H12 L13H9 L18H25 L19H10 L20H22 L15H11 L13H18 L18H9 L19H2 L20H7 L15H13 L13H2 L18H17 L19H11 L20H5 L15H5 L13H12,./results_l13_l15_l18_l19_l20/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l13_l15_l18_l19_l20_allheads/surrogate_score_zoo/ranked_heads_local__txt_attn_raw_all__C_toi_HminusG.json
local__txt_attn_raw_all__C_toi_HminusG,local,txt_attn_raw_all,C_toi_HminusG,verified_HH_yield,2,3,9,12,30,L12H10 L13H31 L14H4 L14H14 L14H16 L16H29 L17H0 L22H9 L22H17 L22H20 L26H9 L26H28 L27H29 L30H5 L30H9 L31H3 L31H26 L31H27,L18H9 L20H5,L15H9 L18H9 L20H5,L15H9 L15H10 L15H24 L15H25 L18H9 L19H12 L19H27 L20H5 L20H20,L18H7 L19H0 L20H1 L15H12 L13H9 L18H25 L19H10 L20H22 L15H11 L13H18 L18H9 L19H2 L20H7 L15H13 L13H2 L18H17 L19H11 L20H5 L15H5 L13H12,./results_l13_l15_l18_l19_l20/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l13_l15_l18_l19_l20_allheads/surrogate_score_zoo/ranked_heads_local__txt_attn_raw_all__C_toi_HminusG.json
layerweighted_top5mean_alpha2__txt_attn_raw_all__C_toi_HminusG,layerweighted_top5mean_alpha2,txt_attn_raw_all,C_toi_HminusG,verified_HH_git,1,6,10,13,30,L12H10 L13H31 L14H14 L14H16 L16H9 L16H29 L17H0 L17H28 L22H9 L22H20 L26H9 L26H28 L27H29 L29H8 L30H9 L31H3 L31H26,L18H9,L15H9 L15H10 L15H24 L15H25 L18H9 L18H26,L15H9 L15H10 L15H24 L15H25 L18H9 L18H26 L19H18 L19H23 L19H27 L20H5,L18H7 L18H25 L18H9 L18H17 L18H0 L18H20 L18H21 L18H6 L18H2 L18H27 L18H8 L18H1 L18H14 L18H13 L18H3 L18H22 L18H24 L18H11 L18H5 L18H18,./results_l13_l15_l18_l19_l20/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l13_l15_l18_l19_l20_allheads/surrogate_score_zoo/ranked_heads_layerweighted_top5mean_alpha2__txt_attn_raw_all__C_toi_HminusG.json
layerweighted_top5mean_alpha2__txt_attn_raw_all__C_toi_HminusG,layerweighted_top5mean_alpha2,txt_attn_raw_all,C_toi_HminusG,verified_HH_yield,1,6,10,12,30,L12H10 L13H31 L14H4 L14H14 L14H16 L16H29 L17H0 L22H9 L22H17 L22H20 L26H9 L26H28 L27H29 L30H5 L30H9 L31H3 L31H26 L31H27,L18H9,L15H9 L15H10 L15H24 L15H25 L18H9 L18H26,L15H9 L15H10 L15H24 L15H25 L18H9 L18H26 L19H12 L19H18 L19H27 L20H5,L18H7 L18H25 L18H9 L18H17 L18H0 L18H20 L18H21 L18H6 L18H2 L18H27 L18H8 L18H1 L18H14 L18H13 L18H3 L18H22 L18H24 L18H11 L18H5 L18H18,./results_l13_l15_l18_l19_l20/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l13_l15_l18_l19_l20_allheads/surrogate_score_zoo/ranked_heads_layerweighted_top5mean_alpha2__txt_attn_raw_all__C_toi_HminusG.json
global__txt_attn_raw_all__C_logtoi_HminusG,global,txt_attn_raw_all,C_logtoi_HminusG,verified_HH_git,2,5,11,13,30,L12H10 L13H31 L14H14 L14H16 L16H9 L16H29 L17H0 L17H28 L22H9 L22H20 L26H9 L26H28 L27H29 L29H8 L30H9 L31H3 L31H26,L13H9 L15H10,L13H9 L15H9 L15H10 L18H9 L20H5,L13H9 L15H9 L15H10 L15H24 L15H25 L18H9 L18H26 L19H23 L19H27 L20H5 L20H20,L18H7 L19H0 L18H25 L15H12 L15H23 L18H20 L15H13 L18H21 L13H9 L19H12 L18H8 L18H6 L19H11 L15H26 L18H0 L18H17 L15H22 L15H0 L15H10 L13H12,./results_l13_l15_l18_l19_l20/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l13_l15_l18_l19_l20_allheads/surrogate_score_zoo/ranked_heads_global__txt_attn_raw_all__C_logtoi_HminusG.json
global__txt_attn_raw_all__C_logtoi_HminusG,global,txt_attn_raw_all,C_logtoi_HminusG,verified_HH_yield,2,5,10,12,30,L12H10 L13H31 L14H4 L14H14 L14H16 L16H29 L17H0 L22H9 L22H17 L22H20 L26H9 L26H28 L27H29 L30H5 L30H9 L31H3 L31H26 L31H27,L15H10 L19H12,L15H9 L15H10 L18H9 L19H12 L20H5,L15H9 L15H10 L15H24 L15H25 L18H9 L18H26 L19H12 L19H27 L20H5 L20H20,L18H7 L19H0 L18H25 L15H12 L15H23 L18H20 L15H13 L18H21 L13H9 L19H12 L18H8 L18H6 L19H11 L15H26 L18H0 L18H17 L15H22 L15H0 L15H10 L13H12,./results_l13_l15_l18_l19_l20/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l13_l15_l18_l19_l20_allheads/surrogate_score_zoo/ranked_heads_global__txt_attn_raw_all__C_logtoi_HminusG.json
local__txt_attn_raw_all__C_logtoi_HminusG,local,txt_attn_raw_all,C_logtoi_HminusG,verified_HH_git,1,5,10,13,30,L12H10 L13H31 L14H14 L14H16 L16H9 L16H29 L17H0 L17H28 L22H9 L22H20 L26H9 L26H28 L27H29 L29H8 L30H9 L31H3 L31H26,L13H9,L13H9 L15H9 L15H10 L18H9 L20H5,L13H9 L15H9 L15H10 L15H24 L15H25 L18H9 L19H23 L19H27 L20H5 L20H20,L18H7 L19H0 L15H12 L13H9 L20H1 L18H25 L19H12 L15H23 L13H12 L20H18 L18H20 L19H11 L15H13 L13H18 L20H22 L18H21 L19H10 L15H26 L13H2 L20H7,./results_l13_l15_l18_l19_l20/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l13_l15_l18_l19_l20_allheads/surrogate_score_zoo/ranked_heads_local__txt_attn_raw_all__C_logtoi_HminusG.json
local__txt_attn_raw_all__C_logtoi_HminusG,local,txt_attn_raw_all,C_logtoi_HminusG,verified_HH_yield,1,5,9,12,30,L12H10 L13H31 L14H4 L14H14 L14H16 L16H29 L17H0 L22H9 L22H17 L22H20 L26H9 L26H28 L27H29 L30H5 L30H9 L31H3 L31H26 L31H27,L19H12,L15H9 L15H10 L18H9 L19H12 L20H5,L15H9 L15H10 L15H24 L15H25 L18H9 L19H12 L19H27 L20H5 L20H20,L18H7 L19H0 L15H12 L13H9 L20H1 L18H25 L19H12 L15H23 L13H12 L20H18 L18H20 L19H11 L15H13 L13H18 L20H22 L18H21 L19H10 L15H26 L13H2 L20H7,./results_l13_l15_l18_l19_l20/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l13_l15_l18_l19_l20_allheads/surrogate_score_zoo/ranked_heads_local__txt_attn_raw_all__C_logtoi_HminusG.json
layerweighted_top5mean_alpha2__txt_attn_raw_all__C_logtoi_HminusG,layerweighted_top5mean_alpha2,txt_attn_raw_all,C_logtoi_HminusG,verified_HH_git,1,6,10,13,30,L12H10 L13H31 L14H14 L14H16 L16H9 L16H29 L17H0 L17H28 L22H9 L22H20 L26H9 L26H28 L27H29 L29H8 L30H9 L31H3 L31H26,L18H9,L15H9 L15H10 L15H24 L15H25 L18H9 L18H26,L13H9 L15H9 L15H10 L15H24 L15H25 L18H9 L18H26 L19H18 L19H23 L19H27,L18H7 L18H25 L18H20 L18H21 L18H8 L18H6 L18H0 L18H17 L18H9 L18H13 L18H2 L18H27 L18H22 L18H14 L18H24 L18H12 L18H5 L18H3 L18H1 L18H19,./results_l13_l15_l18_l19_l20/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l13_l15_l18_l19_l20_allheads/surrogate_score_zoo/ranked_heads_layerweighted_top5mean_alpha2__txt_attn_raw_all__C_logtoi_HminusG.json
layerweighted_top5mean_alpha2__txt_attn_raw_all__C_logtoi_HminusG,layerweighted_top5mean_alpha2,txt_attn_raw_all,C_logtoi_HminusG,verified_HH_yield,1,6,9,12,30,L12H10 L13H31 L14H4 L14H14 L14H16 L16H29 L17H0 L22H9 L22H17 L22H20 L26H9 L26H28 L27H29 L30H5 L30H9 L31H3 L31H26 L31H27,L18H9,L15H9 L15H10 L15H24 L15H25 L18H9 L18H26,L15H9 L15H10 L15H24 L15H25 L18H9 L18H26 L19H12 L19H18 L19H27,L18H7 L18H25 L18H20 L18H21 L18H8 L18H6 L18H0 L18H17 L18H9 L18H13 L18H2 L18H27 L18H22 L18H14 L18H24 L18H12 L18H5 L18H3 L18H1 L18H19,./results_l13_l15_l18_l19_l20/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l13_l15_l18_l19_l20_allheads/surrogate_score_zoo/ranked_heads_layerweighted_top5mean_alpha2__txt_attn_raw_all__C_logtoi_HminusG.json
