score_name,description,path,top1,top20
RelC_text_hall_minus_nonhall,Relative contrast in text-prefix attention: delta/(hall+grounded).,./results_l13_l15_l18_l19_l20/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l13_l15_l18_l19_l20_allheads/surrogate_score_zoo/ranked_heads_RelC_text_hall_minus_nonhall.json,L19H3,L19H3 L20H9 L19H5 L19H23 L13H14 L13H25 L13H16 L13H7 L15H6 L19H1 L13H20 L13H24 L19H14 L19H27 L13H4 L20H12 L15H2 L13H1 L18H16 L18H24
RelC_ratio_hall_minus_nonhall,Relative contrast in T/(T+I): delta/(hall+grounded).,./results_l13_l15_l18_l19_l20/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l13_l15_l18_l19_l20_allheads/surrogate_score_zoo/ranked_heads_RelC_ratio_hall_minus_nonhall.json,L19H23,L19H23 L19H5 L13H5 L13H14 L13H22 L15H27 L13H20 L13H16 L13H25 L18H16 L20H9 L18H13 L20H23 L13H24 L18H15 L13H0 L13H4 L20H18 L19H14 L15H24
RelC_logtoi_hall_minus_nonhall,Relative contrast in log text-over-image.,./results_l13_l15_l18_l19_l20/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l13_l15_l18_l19_l20_allheads/surrogate_score_zoo/ranked_heads_RelC_logtoi_hall_minus_nonhall.json,L15H27,L15H27 L19H23 L19H5 L13H5 L13H14 L13H0 L13H20 L13H22 L13H25 L18H13 L20H9 L20H18 L15H13 L13H12 L13H24 L15H7 L20H23 L15H23 L13H16 L15H22
RelC_image_drop,Relative image-attention drop on hallucinated object steps.,./results_l13_l15_l18_l19_l20/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l13_l15_l18_l19_l20_allheads/surrogate_score_zoo/ranked_heads_RelC_image_drop.json,L19H0,L19H0 L18H7 L15H13 L15H27 L13H0 L18H25 L15H12 L18H4 L15H23 L13H9 L18H21 L13H12 L15H0 L18H13 L13H5 L20H18 L15H7 L15H22 L18H20 L15H10
Specific_text_delta_x_hall,Absolute text contrast gated by hallucinated-step text strength.,./results_l13_l15_l18_l19_l20/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l13_l15_l18_l19_l20_allheads/surrogate_score_zoo/ranked_heads_Specific_text_delta_x_hall.json,L13H25,L13H25 L13H7 L15H2 L15H6 L20H18 L19H5 L15H23 L13H9 L20H22 L15H22 L19H27 L13H24 L15H5 L15H26 L18H9 L19H12 L15H12 L19H14 L19H10 L20H5
Specific_ratio_delta_x_hall,Absolute ratio contrast gated by hallucinated-step ratio strength.,./results_l13_l15_l18_l19_l20/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l13_l15_l18_l19_l20_allheads/surrogate_score_zoo/ranked_heads_Specific_ratio_delta_x_hall.json,L15H27,L15H27 L13H0 L13H25 L13H20 L13H14 L18H13 L20H9 L13H5 L20H18 L13H22 L13H24 L15H7 L19H5 L13H12 L20H23 L19H14 L15H22 L15H23 L15H24 L18H24
Specific_logtoi_delta_x_hall,Absolute log text-over-image contrast gated by hallucinated-step strength.,./results_l13_l15_l18_l19_l20/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l13_l15_l18_l19_l20_allheads/surrogate_score_zoo/ranked_heads_Specific_logtoi_delta_x_hall.json,L18H7,L18H7 L19H0 L15H13 L13H9 L15H12 L18H25 L19H12 L15H9 L18H21 L15H6 L15H23 L15H5 L18H20 L15H21 L15H0 L13H7 L15H11 L18H2 L13H0 L15H8
Specific_text_threefactor,Text mass three-factor score: delta * relative contrast * hall strength.,./results_l13_l15_l18_l19_l20/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l13_l15_l18_l19_l20_allheads/surrogate_score_zoo/ranked_heads_Specific_text_threefactor.json,L13H25,L13H25 L19H5 L13H7 L15H6 L19H3 L15H2 L19H23 L13H24 L13H14 L19H27 L19H1 L20H18 L13H20 L19H14 L20H9 L15H22 L13H16 L15H23 L20H5 L19H24
Specific_ratio_threefactor,Ratio three-factor score: delta * relative contrast * hall strength.,./results_l13_l15_l18_l19_l20/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l13_l15_l18_l19_l20_allheads/surrogate_score_zoo/ranked_heads_Specific_ratio_threefactor.json,L15H27,L15H27 L13H14 L13H5 L19H5 L13H22 L13H20 L13H25 L20H9 L18H13 L19H23 L13H0 L20H18 L13H24 L20H23 L15H7 L19H14 L13H12 L13H4 L15H24 L13H16
Object_text_minus_all,Object-token text-prefix excess over all generated steps.,./results_l13_l15_l18_l19_l20/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l13_l15_l18_l19_l20_allheads/surrogate_score_zoo/ranked_heads_Object_text_minus_all.json,L20H0,L20H0 L19H19 L15H5 L20H18 L19H12 L15H17 L20H27 L20H1 L19H2 L18H10 L15H20 L20H2 L13H9 L18H9 L20H26 L13H19 L19H18 L18H6 L15H2 L19H21
Hall_text_minus_all,Hallucinated-token text-prefix excess over all generated steps.,./results_l13_l15_l18_l19_l20/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l13_l15_l18_l19_l20_allheads/surrogate_score_zoo/ranked_heads_Hall_text_minus_all.json,L20H18,L20H18 L20H0 L15H5 L15H2 L19H12 L13H9 L19H5 L13H7 L19H27 L19H3 L18H9 L13H19 L15H26 L19H21 L18H6 L19H24 L15H22 L13H8 L13H25 L13H1
Object_ratio_minus_all,Object-token T/(T+I) excess over all generated steps.,./results_l13_l15_l18_l19_l20/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l13_l15_l18_l19_l20_allheads/surrogate_score_zoo/ranked_heads_Object_ratio_minus_all.json,L20H19,L20H19 L18H10 L20H26 L19H22 L19H17 L19H19 L15H17 L19H18 L20H2 L15H5 L20H1 L18H9 L19H0 L18H7 L18H25 L19H4 L18H8 L18H17 L18H20 L18H0
Hall_ratio_minus_all,Hallucinated-token T/(T+I) excess over all generated steps.,./results_l13_l15_l18_l19_l20/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l13_l15_l18_l19_l20_allheads/surrogate_score_zoo/ranked_heads_Hall_ratio_minus_all.json,L19H5,L19H5 L20H23 L13H20 L20H19 L15H22 L15H7 L13H7 L18H13 L13H14 L19H17 L13H5 L19H15 L15H2 L13H27 L18H6 L15H0 L19H27 L15H13 L18H21 L15H3
Fusion_text70_ratioC30,"Rank fusion: 70% global text-prefix reliance, 30% hallucination contrast in T/(T+I).",./results_l13_l15_l18_l19_l20/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l13_l15_l18_l19_l20_allheads/surrogate_score_zoo/ranked_heads_Fusion_text70_ratioC30.json,L15H23,L15H23 L13H18 L20H22 L18H25 L18H20 L18H21 L15H13 L18H17 L20H5 L20H7 L18H8 L19H11 L18H0 L15H12 L20H3 L18H7 L19H0 L15H22 L20H1 L13H2
Fusion_text50_ratioC30_imgdrop20,Rank fusion: text reliance + ratio contrast + image-attention drop.,./results_l13_l15_l18_l19_l20/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l13_l15_l18_l19_l20_allheads/surrogate_score_zoo/ranked_heads_Fusion_text50_ratioC30_imgdrop20.json,L15H23,L15H23 L13H18 L20H22 L13H25 L15H7 L15H13 L13H12 L20H18 L15H22 L18H21 L18H25 L20H5 L18H20 L13H2 L13H27 L13H24 L19H11 L18H13 L15H0 L20H7
Fusion_halltext50_logC30_imgdrop20,Rank fusion: hallucinated-step text reliance + log text-over-image contrast + image drop.,./results_l13_l15_l18_l19_l20/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l13_l15_l18_l19_l20_allheads/surrogate_score_zoo/ranked_heads_Fusion_halltext50_logC30_imgdrop20.json,L18H25,L18H25 L15H23 L20H18 L18H20 L19H0 L18H7 L18H21 L15H13 L15H12 L15H22 L19H12 L13H9 L13H25 L13H18 L15H7 L18H6 L18H8 L15H26 L18H17 L15H2
Fusion_text40_absC30_relC30,"Rank fusion balancing global text reliance, absolute text contrast, and relative text contrast.",./results_l13_l15_l18_l19_l20/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l13_l15_l18_l19_l20_allheads/surrogate_score_zoo/ranked_heads_Fusion_text40_absC30_relC30.json,L15H23,L15H23 L13H25 L20H22 L20H5 L15H2 L15H6 L15H22 L13H7 L13H9 L15H26 L15H13 L15H12 L13H24 L19H10 L20H18 L18H9 L19H1 L13H18 L18H20 L19H27
Fusion_ratio_policy,"Policy-style ratio fusion using hall ratio, absolute ratio contrast, and relative ratio contrast.",./results_l13_l15_l18_l19_l20/coco/qwen2.5-vl-7b_base_original_qa_n500_txtattn_l13_l15_l18_l19_l20_allheads/surrogate_score_zoo/ranked_heads_Fusion_ratio_policy.json,L15H27,L15H27 L13H0 L20H18 L13H12 L15H23 L15H7 L15H22 L15H13 L13H25 L20H9 L18H13 L13H20 L13H7 L15H0 L13H1 L13H24 L13H14 L13H18 L18H21 L13H22
